Program ID,Broad Field,Field,Institution Name,Program Name,Percent of First Year Students with Full Financial Support (Fall 2005),Avg Completion Percentage (8 Years or Less for Humanities and 6 Years or Less for Other Fields),Median Time to Degree (Full- and Part-Time Graduates),Percent with Academic Plans,Collects Data About Post-Graduation Employment
20013365,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Florida,Pharmaceutical Sciences: Medicinal Chemistry,100%,71.3%,4.17,55.6%,Yes
20013378,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Florida,Pharmaceutical Sciences: Pharmacodynamics,100%,65.8%,5.66,55.6%,Yes
20013381,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Florida,Pharmaceutical Sciences: Pharmacy,100%,84.9%,3.66,55.6%,Yes
20019877,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Georgia,Pharmacy,100%,69.5%,4.28,58.8%,Yes
20020028,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Georgia,Toxicology,0%,54.7%,4.85,58.8%,No
20042637,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Houston,Pharmaceutics,100%,88.9%,5,75%,Yes
20042640,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Houston,Pharmacology,100%,14.7%,5,75%,Yes
20043005,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Illinois At Chicago,Pharmacology,100%,58.6%,5.3,58.3%,Yes
20071187,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Illinois At Chicago,"Medicinal Chemistry, Pharmacognosy, Biopharmaceutical Sci",100%,56.3%,5.5,58.3%,No
20020251,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Iowa,Pharmacology,100%,31%,6.5,83.3%,Yes
20051301,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Kansas,Pharmacology and Toxicology,100%,38.7%,5.3,38.1%,Yes
20070557,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Kansas,"Pharmacology, Toxicology and Therapeutics",100%,49.1%,5.5,38.1%,Yes
20028347,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Kentucky,Molecular & Biomedical Pharmacology,100%,54%,5.17,69.7%,Yes
20028363,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Kentucky,Pharmaceutical Sciences,100%,55.2%,4.8,69.7%,Yes
20070117,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Kentucky,Toxicology,100%,62.4%,5.31,69.7%,Yes
20026404,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Louisville,Pharmacology and Toxicology,100%,71.7%,4,70%,Yes
20050917,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Miami,Molecular and Cellular Pharmacology,100%,45%,5.6,83.3%,Yes
20035615,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Michigan-Ann Arbor,Medicinal Chemistry,100%,37.3%,6.7,58.3%,Yes
20035712,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Michigan-Ann Arbor,Pharmaceutical Sciences,100%,55%,5.7,58.3%,Yes
20035725,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Michigan-Ann Arbor,Pharmacology,100%,71.6%,5.7,58.3%,Yes
20035848,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Michigan-Ann Arbor,Toxicology,100%,58.3%,6,58.3%,Yes
20040163,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Minnesota-Twin Cities,Pharmaceutics,100%,78.3%,5.7,51.4%,Yes
20040176,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Minnesota-Twin Cities,Pharmacology,100%,60.1%,5,51.4%,Yes
20062413,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Mississippi,Medicinal Chemistry,100%,79.2%,5.5,14.3%,Yes
20062426,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Mississippi,Pharmaceutics,100%,56%,5.5,14.3%,Yes
20062439,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Mississippi,Pharmacognosy,100%,74.2%,4.5,14.3%,Yes
20062442,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Mississippi,Pharmacology,100%,45.8%,5,14.3%,Yes
20025502,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Missouri - Columbia,Pharmacology,93.9%,25%,4.5,88.9%,No
20026200,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Missouri - Kansas City,Pharmaceutical Sciences,0%,69%,4.3,33.3%,No
20045485,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of North Carolina At Chapel Hill,Pharmaceutical Sciences,100%,66.5%,5,50.9%,Yes
20045498,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of North Carolina At Chapel Hill,Pharmacology,100%,63.8%,6,50.9%,Yes
20045605,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of North Carolina At Chapel Hill,Toxicology,100%,60.9%,6,50.9%,Yes
20069681,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of North Texas Health Science Center,Pharmacology,100%,48%,4.02,75%,Yes
20036779,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Pennsylvania,Biomedical Graduate Studies-Pharmacological Sciences,100%,62.6%,5.3,57.9%,Yes
20049834,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Pittsburgh Pittsburgh Campus,Molecular Pharmacology,100%,95%,5.3,59.1%,Yes
20065106,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Rhode Island,Pharmaceutical Sciences,,,2.5,N/R,N/D
20069364,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Rochester,Pharmacology,100%,69.2%,6,71.1%,Yes
20069429,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Rochester,Toxicology,100%,69%,5,71.1%,Yes
20067874,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of South Carolina Columbia,Pharmacy,90.9%,63.3%,5,50%,No
20068271,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Southern California,Molecular Pharmacology & Toxicology,100%,32.7%,4.5,41.7%,Yes
20068336,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Southern California,Pharmaceutical Sciences,100%,75.6%,5,41.7%,No
20061773,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Texas At Austin,Pharmacy,100%,23.4%,5.5,57.1%,Yes
20043568,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Toledo,Medicinal Chemistry,100%,44.4%,5.5,46.1%,Yes
20047658,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Utah,Medicinal Chemistry,100%,63.3%,6,75%,Yes
20047742,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Utah,Pharmaceutics and Pharmaceutical Chemistry,100%,56.3%,3,75%,No
20047755,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Utah,Pharmacology and Toxicology,100%,75.6%,6,75%,Yes
20023559,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Virginia,Pharmacology,100%,49.6%,5.5,71.4%,Yes
20059905,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Washington,Pharmacology,100%,26.7%,6.25,50%,Yes
20059918,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Washington,Pharmacy,100%,54.2%,5,50%,Yes
20059921,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Washington,Pharmacy - Medicinal Chemistry,100%,46.7%,5.25,50%,Yes
20059934,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Washington,Pharmacy - Pharmaceutics,100%,70%,5.25,50%,Yes
20030885,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Wisconsin-Madison,Molecular and Cellular Pharmacology,100%,44.4%,5.73,76.3%,Yes
20030898,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Wisconsin-Madison,Molecular and Environmental Toxicology,100%,45.5%,5.99,76.3%,No
20030953,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",University of Wisconsin-Madison,Pharmaceutical Sciences,100%,59.3%,5.73,76.3%,No
20052083,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Vanderbilt University,Pharmacology,100%,69.2%,6.25,80.8%,Yes
20017426,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Virginia Commonwealth University,Pharmaceutical Sciences,66.7%,34.1%,5,34.8%,No
20017497,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Virginia Commonwealth University,Pharmacology and Toxicology,100%,66.5%,4.5,34.8%,Yes
20058540,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Washington State University,Pharmacology and Toxicology,100%,26.7%,5,75%,Yes
20021357,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Wayne State University,Pharmacology,100%,50.7%,4.52,63.6%,Yes
20021360,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Wayne State University,Pharmaceutical Sciences,100%,57%,4.2,63.6%,No
20063713,Biological and Health Sciences,"Pharmacology, Toxicology and Environmental Health",Yale University,Pharmacology,100%,72.4%,5.3,52.4%,Yes
20026514,Biological and Health Sciences,Physiology,Baylor College of Medicine,Molecular Physiology & Biophysics,100%,65.3%,4.9,75%,Yes
20059329,Biological and Health Sciences,Physiology,Boston University,Physiology,50%,34.6%,6,81.8%,Yes
20018153,Biological and Health Sciences,Physiology,Brown University,"Biomed: Molecular Pharmacology, Physiology & Biotechnology",100%,44.7%,5,100%,Yes
20019291,Biological and Health Sciences,Physiology,Case Western Reserve University,Physiology and Biophysics,100%,47.9%,5.74,61.5%,Yes
20065384,Biological and Health Sciences,Physiology,Cornell University,"Weill Grad Sch Med Sci-Physiology, Biophysics & Systems Bio",0%,64.3%,6,90.9%,Yes
20065397,Biological and Health Sciences,Physiology,Cornell University,Molecular and Integrative Physiology,100%,63.3%,6.4,90.9%,Yes
20048314,Biological and Health Sciences,Physiology,Dartmouth College,Physiology,100%,63.3%,5.12,62.5%,Yes
20023054,Biological and Health Sciences,Physiology,Georgetown University,Physiology,75%,62%,4.5,64.3%,No
20026077,Biological and Health Sciences,Physiology,Howard University,Physiology,100%,7.9%,5,50%,No
20048453,Biological and Health Sciences,Physiology,Indiana University Purdue University Indianapolis,Physiology,33.3%,75%,4.75,77.6%,No
20056542,Biological and Health Sciences,Physiology,Johns Hopkins University,Cellular and Molecular Physiology,100%,50.8%,5.17,91.7%,No
20056694,Biological and Health Sciences,Physiology,Johns Hopkins University,Functional Anatomy and Evolution,100%,30%,6,91.7%,Yes
20028499,Biological and Health Sciences,Physiology,Kansas State University,Anatomy & Physiology,100%,69.3%,4,100%,Yes
20040655,Biological and Health Sciences,Physiology,Kent State University Main Campus,Biological Sciences - Physiology,100%,30%,3.3,37.5%,No
20060363,Biological and Health Sciences,Physiology,Loma Linda University,Physiology,93.8%,31.3%,5,75%,No
20036494,Biological and Health Sciences,Physiology,Loyola University Chicago,Cell and Molecular Physiology,100%,91.7%,5.7,100%,Yes
20047166,Biological and Health Sciences,Physiology,Michigan State University,Physiology,100%,72%,4,50%,Yes
20041609,Biological and Health Sciences,Physiology,North Carolina State University,Physiology,100%,54.2%,3.2,75%,Yes
20058977,Biological and Health Sciences,Physiology,Oregon Health And Science University,Physiology and Pharmacology,100%,33.1%,6,77.6%,Yes
20031693,Biological and Health Sciences,Physiology,Penn State University,Physiology,100%,40.9%,5.7,77.3%,Yes
20049494,Biological and Health Sciences,Physiology,Rutgers-New Brunswick And University of Medicine And Dentistry of New Jersey-Piscataway,Physiology and Integrative Biology,100%,35.7%,3.7,100%,No
20040532,Biological and Health Sciences,Physiology,Southern Illinois University Carbondale,"Molecular, Cellular & Systemic Physiology",100%,16.7%,4.5,100%,No
20038353,Biological and Health Sciences,Physiology,State University of New York At Stony Brook,Physiology and Biophysics,100%,33.5%,6.3,87.5%,No
20042352,Biological and Health Sciences,Physiology,Temple University,Physiology,100%,65%,6,69.2%,No
20022152,Biological and Health Sciences,Physiology,Texas A & M University,Veterinary Physiology,100%,78.2%,5.5,66.7%,Yes
20029566,Biological and Health Sciences,Physiology,Tufts University,"Cell & Molecular Bio, Other/Cellular & Molecular Physiology",100%,14%,6.2,40%,Yes
20048547,Biological and Health Sciences,Physiology,University of Alabama At Birmingham,Cellular and Molecular Physiology,100%,75%,5,85%,Yes
20067308,Biological and Health Sciences,Physiology,University of California-Davis,"Molecular, Cellular & Integrative Physiology",92.9%,44.9%,5.96,75%,Yes
20034234,Biological and Health Sciences,Physiology,University of Arizona,Physiological Sciences,100%,70%,5,70%,Yes
20053480,Biological and Health Sciences,Physiology,University of California-Los Angeles,"Molecular, Cell & Integrative Physiology",85.7%,50%,6,75%,Yes
20064026,Biological and Health Sciences,Physiology,University of Colorado At Boulder,Integrative Physiology,100%,79.8%,3.72,80%,Yes
20013323,Biological and Health Sciences,Physiology,University of Florida,Medical Sciences: Physiology and Pharmacology,100%,79.1%,4.17,66.7%,Yes
20019903,Biological and Health Sciences,Physiology,University of Georgia,Physiology,100%,45.8%,5.2,100%,Yes
20014898,Biological and Health Sciences,Physiology,University of Hawaii At Manoa,Physiology,100%,0%,3.74,83.3%,Yes
20043034,Biological and Health Sciences,Physiology,University of Illinois At Chicago,Physiology & Biophysics,100%,56.7%,5.3,71.4%,Yes
20039174,Biological and Health Sciences,Physiology,University of Illinois At Urbana-Champaign,Molecular and Integrative Physiology,100%,22.5%,7.17,73.9%,No
20039378,Biological and Health Sciences,Physiology,University of Illinois At Urbana-Champaign,Veterinary Biosciences,100%,27.8%,6.96,73.9%,No
20020196,Biological and Health Sciences,Physiology,University of Iowa,Integrative Physiology,100%,37.5%,5.1,90%,Yes
20020222,Biological and Health Sciences,Physiology,University of Iowa,Molecular Physiology and Biophysics,100%,20.8%,7.6,90%,Yes
20051262,Biological and Health Sciences,Physiology,University of Kansas,Molecular and Integrative Physiology,100%,48.7%,6.2,84.6%,No
